area,base_kv,bus_i,name,state,va,vm,x,y,number,angle,magnitude
7,220.0,229,bus_2136,2,-0.3723325586636918,1.0165520878347776,900.0,-4034.0,229,0.3176681677013975,1.061436448319468
2,500.0,661,starbus_xf_1090_1091_1523_9,1,-0.1073464185353759,0.9892780195299724,769.0,719.0,661,-0.0352411271402997,0.9933068555893692
14,11.0,587,bus_4073,4,0.2058530004114995,0.9825061590410884,-1003.0,-2330.0,587,0.1560326835077611,1.2467833596844553
10,15.0,1571,bus_3436,3,0.0397093970044938,1.0355149720904206,1108.0,3514.0,1571,-0.1042142820501247,1.054660943610677
11,110.0,11,bus_3213,3,0.0133527723221052,1.0245658064948024,-992.0,2904.0,11,-0.0747375033224495,1.143858586803593
2,132.0,540,bus_1458,1,-0.3017791203416584,1.037554727391866,82.0,758.0,540,-0.133093797152906,1.0645275949839856
1,66.0,978,bus_1357,1,-0.3625592497759778,1.0260516276141154,-1074.0,1989.0,978,-0.1568211363583871,1.1237547116615791
15,110.0,483,bus_5066,5,-0.1879983255354187,1.0512691005456676,2286.0,-5546.0,483,0.7437628243693275,1.062134651432625
9,20.0,1701,bus_3424,3,0.1424794216361131,1.069757457059253,289.0,3633.0,1701,0.0166221977488392,1.1637859768496428
7,10.5,1944,bus_2033,2,-0.1517940678185343,0.9875052133280764,1313.0,-4240.0,1944,0.3034020808820986,0.987504368180494
1,66.0,277,bus_1596,1,-0.107503121212421,1.026530744717026,2982.0,2814.0,277,0.1207376501394897,1.0449722905401737
1,132.0,1895,bus_1447,1,-0.1426270696088529,1.075529417323442,2034.0,2210.0,1895,-0.0258405020644368,1.0967141392793829
7,11.0,398,bus_2067,2,-0.3000297824420486,1.0840868173042306,1245.0,-3952.0,398,0.1715442979327496,1.25903166296014
12,132.0,1302,bus_4156,4,0.9912064685051388,1.0150036664155435,-3361.0,-1633.0,1302,0.0690208057075366,1.5913627293010542
15,11.0,1819,bus_5200,5,-0.1327991220569597,1.0443820330757352,1634.0,-6302.0,1819,0.4514680921707464,1.0400292758500669
12,132.0,331,starbus_xf_4160_4097_4400_2,4,1.0694624662951846,0.9958607104358492,-3732.0,-1731.0,331,0.2749970757186549,1.4665781453085696
15,14.5,1472,bus_5017,5,-0.1527200908170218,1.0566315408318154,1653.0,-5363.0,1472,0.8432403712496711,1.0566313258315254
9,20.0,1289,bus_3587,3,0.0154815220725619,1.0400142109683077,-57.0,4889.0,1289,0.1964079218738097,1.00341952745545
4,33.0,627,bus_1536,1,-0.0956413248328925,1.0837924673433943,902.0,-2246.0,627,0.0893243126127782,1.172428622520732
14,11.0,851,bus_4487,4,0.9859553385425732,0.9830711760019548,-2070.0,-4112.0,851,0.1110449799607957,1.5172731293545416
2,15.0,769,bus_1050,1,-0.1718319855132536,1.036604106344159,788.0,582.0,769,-0.0456544587482604,1.0369716419347197
5,500.0,1623,starbus_xf_2200_2196_2305_2,2,-0.1540922835188351,1.0231766941565994,-267.0,-2958.0,1623,0.1203654143718286,1.52181256428546
8,132.0,1716,bus_3626,3,-0.3229525441777935,0.9729757217770072,-935.0,6262.0,1716,0.2737491484411191,1.089988177208438
11,33.0,1003,bus_3355,3,-0.403557956486127,1.0331074855296984,247.0,3222.0,1003,-0.3870173234938754,0.9066855540767664
14,275.0,95,bus_4138,4,0.4616275162100701,0.9307584558905164,-955.0,-2336.0,95,0.1224428799779545,1.5132027431623825
14,66.0,1614,bus_4301,4,0.967405400015102,1.0468837032853135,-1695.0,-2902.0,1614,0.1221682161382294,1.4647446349075892
6,11.0,1349,bus_2339,2,-0.3282811326428885,0.9971379463425528,334.0,-3043.0,1349,0.124056198087654,1.4936270831897227
15,110.0,1366,bus_5116,5,-0.0775325642651037,1.0429853172893198,1993.0,-5956.0,1366,0.5736560561680909,1.0450595084283758
2,132.0,1971,bus_1205,1,-0.1519767782789807,1.071966265280852,141.0,-289.0,1971,-0.0533303424687226,1.1005611683971313
8,33.0,294,bus_3003,3,-0.3111385769473238,1.0369200169288113,-973.0,6366.0,294,0.0005209416813683,1.0294934656940429
2,66.0,1152,bus_1560,1,-0.1623987948825538,1.0538016036734532,473.0,-20.0,1152,-0.0503779726925404,1.0603067977681468
13,275.0,2024,connection S8,4,0.0,1.0,,,2024,0.1278560096711656,1.7819798468948351
6,10.5,1213,bus_2322,2,-0.3991269878879459,1.091606505763164,961.0,-3351.0,1213,0.1157086064057006,1.0916066927202084
8,132.0,965,bus_3332,3,-0.5565083506297367,0.9988842370763368,-1594.0,6974.0,965,-0.1135744644641335,1.0718292139447652
11,11.0,153,bus_3228,3,-0.3878438029481857,1.008284873853183,-612.0,3466.0,153,-0.3434588302764412,0.9632951958816076
6,66.0,1269,bus_2214,2,-0.3781512354044459,1.018379490183149,241.0,-3841.0,1269,0.0979380396395418,1.5320521347448093
8,66.0,1471,bus_3305,3,-0.3581538935130056,1.0395126275315745,-508.0,7062.0,1471,-0.2075148248117841,1.032766503197926
12,0.6899999999999998,464,bus_4022,4,1.2629826862417133,1.0097669518646508,-3032.0,-1224.0,464,0.1331141191615915,1.5437250698228098
13,275.0,1683,starbus_xf_4104_4043_4044_3,4,1.0578588289453734,0.9989252067458284,-2392.0,-1656.0,1683,0.1310217384408362,1.4941063250518476
13,11.0,1859,bus_4415,4,0.9824688245848542,1.074536948640213,-2064.0,-2666.0,1859,0.1136560436961215,1.372253567410208
11,33.0,299,bus_3007,3,-0.022625441480756,1.0227452794609089,-909.0,2892.0,299,-0.1473123123580618,1.0862671727904305
11,110.0,557,bus_3226,3,-0.2937059703944921,1.0533543736780455,-530.0,3422.0,557,-0.1758080840997354,1.0427969553127958
2,132.0,967,bus_1332,1,-0.151859740887987,1.0752808983721969,639.0,19.0,967,-0.0559514000061702,1.0719905247200798
2,330.0,159,bus_1123,1,-0.0795909309732195,1.0519134038254356,554.0,-7.0,159,-0.0545195927664503,1.05356976976378
7,10.5,1948,bus_2086,2,-0.4618754060506599,0.9431734024156476,861.0,-4054.0,1948,0.1592347936698203,0.9431733396400868
5,132.0,844,bus_2151,2,-0.0343988044632109,0.9791562505000904,-210.0,-3519.0,844,0.1350334654446971,1.3762710212546838
3,132.0,1101,bus_1184,1,-0.2781232835006225,1.0342019329350338,966.0,371.0,1101,-0.3227503280530437,0.9875046203889076
8,33.0,536,bus_3294,3,-0.3501295260905401,0.9433155657404576,-625.0,6585.0,536,-0.119648149497935,0.9376213148517338
10,15.0,1150,bus_3435,3,0.1862303856247268,1.0492441327810778,1099.0,3571.0,1150,-0.1049824168436604,1.054621753852344
15,11.0,842,bus_5030,5,0.0625431407571313,0.9837743386498414,2111.0,-6355.0,842,0.6627939712788365,0.9837744182895032
14,132.0,931,bus_4220,4,0.2763348932062008,1.0612296006684871,-898.0,-2745.0,931,0.2711306339185542,1.1494626191085764
9,33.0,1834,bus_3394,3,-0.3368407853895933,1.0367089997273538,-161.0,4211.0,1834,-0.0955733452835687,1.0480659564423676
2,33.0,223,bus_1656,1,-0.4008996975344158,1.008604060629085,-607.0,496.0,223,-0.2430177899021194,1.0700715785354982
9,33.0,817,bus_3370,3,-0.3623805733208696,1.0418595475161812,-8.0,4387.0,817,-0.110709871884365,1.0454146296097355
11,19.0,1219,bus_3656,3,0.1142916720123271,0.9793992727446652,922.0,2892.0,1219,-0.0595356052817712,1.0559513543930938
6,66.0,531,bus_2248,2,-0.5357016981023351,1.015436421835596,482.0,-3920.0,531,0.0967730154625456,1.3636562946560828
2,132.0,1488,bus_1236,1,-0.3131262039206195,1.049703806904925,645.0,137.0,1488,-0.3250432588288179,1.0201718505111592
8,11.0,1087,bus_3455,3,-0.4652679346739019,0.9307960546381092,-1433.0,6862.0,1087,-0.1151294295636742,0.9270844064294724
12,132.0,26,bus_4168,4,0.9919924829132608,1.0519500807160378,-3294.0,-1435.0,26,0.1102027038253252,1.7412801258396309
1,330.0,952,bus_1104,1,-0.0695896942914952,1.0936954708257465,1748.0,2235.0,952,0.0066866199938664,1.1017760268721324
10,11.0,1996,bus_3156,3,-0.0435609800513804,1.0083570203626548,1071.0,4159.0,1996,-0.2756750129084219,0.9636853221289065
13,275.0,989,bus_4144,4,1.0264494598109075,1.0676307955596305,-2706.0,-1816.0,989,0.1327940721968273,1.6960135357496853
2,330.0,1139,bus_1146,1,-0.1596058059892442,1.0214714201449313,1058.0,1182.0,1139,-0.0226921848008337,1.061347563487607
8,22.0,230,bus_3090,3,-0.565900751440347,1.0774467080320618,-1297.0,7360.0,230,-0.256329320003904,1.0777644060355942
15,33.0,1191,bus_5134,5,-0.1485523758807834,1.0264098564050848,2076.0,-6144.0,1191,0.4558536461904507,1.0446355152174784
11,33.0,1725,bus_3403,3,-0.3711461638376941,1.01176511254292,483.0,3237.0,1725,-0.3166739265743025,0.896774218682599
12,132.0,394,bus_4196,4,0.9497068447464618,1.053223375588173,-2527.0,-1019.0,394,0.0598701829915599,1.2590937220590843
15,11.0,258,bus_5019,5,-0.0389441145889841,1.0471422236198789,2328.0,-6369.0,258,0.5761894912163503,1.0473062843875354
6,22.0,328,bus_2299,2,-0.3555589820521376,1.0166384154037218,401.0,-2962.0,328,0.1129553351617008,1.6444249291710988
9,33.0,1029,bus_3320,3,-0.3541955675787259,1.041311846928674,-114.0,4125.0,1029,-0.1064119150129695,1.0557239116984412
4,132.0,149,bus_1310,1,-0.2163729005896991,1.050466436017896,431.0,-841.0,149,-0.0704674055545365,1.0812028596763454
12,11.0,666,bus_4006,4,1.0208084964503406,0.925655861452768,-4015.0,-1769.0,666,0.135830458553974,1.319723854093784
3,33.0,773,bus_1032,1,-0.4188154588508908,1.060222308053549,1292.0,-309.0,773,-0.6211787950866641,0.9620955790785138
1,66.0,1645,bus_1601,1,-0.0946839875801214,1.0461370792571691,2833.0,2717.0,1645,0.1058999840810129,1.0568004133595177
3,132.0,1620,bus_1472,1,-0.1140053617687305,0.9837674328328664,1145.0,-823.0,1620,-0.231881583593725,0.939522806770935
6,220.0,1579,bus_2189,2,-0.4054479604562484,1.0331340120551904,399.0,-3860.0,1579,0.1383803471769555,1.3594487857676874
13,11.0,122,bus_4414,4,0.9818246822942696,1.073833046449698,-2087.0,-2646.0,122,0.1118040075352793,1.3696786011310826
4,132.0,302,bus_1208,1,-0.0191740496169409,1.077585753701982,2398.0,-1573.0,302,0.1229196401827952,1.0839677684211615
2,330.0,1926,bus_1157,1,-0.0256272125932292,1.070604761202805,518.0,61.0,1926,-0.0324002504163768,1.0793455653452646
13,275.0,175,bus_4142,4,0.9729034482291756,1.051048177980219,-1751.0,-2289.0,175,0.1370750632942582,1.5190190058753297
15,11.0,1772,bus_5172,5,-0.1882631707900416,1.0654733461595356,2302.0,-5586.0,1772,0.7435049371319643,1.0764784619248795
6,220.0,1413,bus_2128,2,-0.3580999804497254,1.038921795644583,415.0,-3387.0,1413,0.1329786833507094,1.4399625344180451
8,132.0,1328,bus_3162,3,-0.3020568201232498,1.0362328357685295,-460.0,5877.0,1328,-0.0756356885429746,1.036161684032558
11,110.0,143,bus_3519,3,-0.2799859192439419,1.0612453115322211,-385.0,3246.0,143,-0.1493436289703205,1.0471763422259668
15,11.0,1086,bus_5234,5,-0.0881466901942907,0.9902001740472848,1377.0,-6079.0,1086,0.5493948540668044,1.0134170806926175
11,11.0,1252,bus_3409,3,-0.4356637931424246,1.0204799087425325,-780.0,3508.0,1252,-0.4447844167031066,0.918333273035112
6,22.0,1740,bus_2009,2,-0.4449512319412281,0.99629217115058,263.0,-4291.0,1740,0.1010996115654276,1.4467609800325292
2,22.0,501,bus_1037,1,0.2417031430042689,0.986487415464672,1227.0,1192.0,501,0.401618381892707,0.9864874358021172
4,33.0,1995,bus_1615,1,-0.0391689054264206,1.0382744277411655,2611.0,-1775.0,1995,0.1032015581075601,1.0427456767369625
9,275.0,1762,bus_3550,3,-0.0277692042713042,1.070907043422534,-418.0,4796.0,1762,0.1440120604795847,1.0709113569482622
13,275.0,825,bus_4136,4,0.9962906006906316,1.052563704692682,-2015.0,-2389.0,825,0.1288968210656612,1.515709791482882
13,66.0,1190,bus_4321,4,0.9747143365935772,1.0650803808057347,-1880.0,-2134.0,1190,0.1092575223573148,1.408482454130549
14,132.0,1421,bus_4216,4,0.1576806867349107,1.0141065870933212,-864.0,-2495.0,1421,0.1582583225528302,1.3412227003941963
4,12.5,318,bus_1076,1,0.0636483792604376,0.9874435990761948,1462.0,-1510.0,318,0.2312566583558445,0.9997017848049028
2,23.0,292,bus_1004,1,0.118346893855634,0.967066169575893,687.0,561.0,292,-0.0492690844725978,1.0166027492364458
14,66.0,20,bus_4265,4,1.014753436167427,1.0029647594963729,-2167.0,-3907.0,20,0.113415129338277,1.5216394889114997
11,11.0,1848,bus_3380,3,-0.3819040233039233,1.0913591143290131,111.0,2652.0,1848,-0.3244027281109097,1.0073423494297842
11,33.0,1193,bus_3130,3,-0.2542318967932768,1.0526746879660382,-806.0,3114.0,1193,-0.1918657330783307,1.0680409775097954
6,33.0,708,bus_2008,2,-0.1411401083014581,1.0823512114496725,148.0,-4380.0,708,0.3086309368628525,1.0823523425059036
13,132.0,533,bus_4176,4,0.9228184229833148,1.0345281745832684,-2223.0,-1226.0,533,0.0385736146817433,1.4110727163689931
4,330.0,837,starbus_xf_2191_2025_2026_2,2,0.0297147457196765,0.9924945767922304,1050.0,-1889.0,837,0.2509092197287503,1.003836001520851
4,330.0,749,bus_1113,1,-0.0962425332127361,1.052149956551776,1263.0,-2064.0,749,0.1756040955070711,1.0521567364673834
6,66.0,1098,bus_2249,2,-0.5051769695387883,1.0365096221813683,472.0,-3932.0,1098,0.1080615451568956,1.3667320178029347
14,66.0,1705,bus_4313,4,0.9678954930998184,1.0415135626971668,-1550.0,-3113.0,1705,0.1225537691654498,1.475571905021207
15,22.0,1733,bus_5192,5,-0.3430324608725242,1.0288420662411002,1522.0,-5364.0,1733,0.5079046011610151,1.028945663404226
5,33.0,1480,bus_2348,2,-0.3346836998156401,1.0010686169863043,-437.0,-3349.0,1480,-0.2239982516869511,1.239214714689357
7,66.0,622,bus_2254,2,-0.0697178902698597,1.076254230940898,1442.0,-4399.0,622,0.3820513201209884,1.1499024446719766
2,33.0,1711,bus_1652,1,-0.3383701188091418,1.0541300391738233,16.0,475.0,1711,-0.2245234404448826,1.0775098714703972
5,220.0,1788,bus_2129,2,-0.1736780090745084,1.0799437918915316,15.0,-2671.0,1788,0.1064191734904207,1.4770886327636634
13,66.0,123,starbus_xf_4031_4028_4027_2,4,0.9825374371923044,1.0508044061813138,-2231.0,-2722.0,123,0.113843080597968,1.334713320224257
15,220.0,616,bus_5163,5,-0.121033925125975,1.065127215758608,1846.0,-5970.0,616,0.5257760328922986,1.0665073086305104
4,132.0,1867,bus_1314,1,-0.1484473133640753,1.031001158462075,711.0,-970.0,1867,0.5118333398251652,0.8844425630532196
12,0.6899999999999998,1849,bus_4013,4,1.0833958350397537,1.0890401438303257,-3078.0,-1895.0,1849,0.2293755799092054,1.6887533632266247
8,66.0,300,bus_3107,3,-0.0755000106617259,1.0584627392208437,-549.0,5444.0,300,0.1493945977018023,0.7428621905431316
12,132.0,1000,bus_4183,4,0.98697856720662,1.038400619418652,-2652.0,-1307.0,1000,0.0771258906873578,1.505523237393296
9,6.6,1024,bus_3033,3,-0.0932026304442662,1.059020549569177,-1000.0,5135.0,1024,0.1715183321212553,1.067091600344552
14,132.0,1018,bus_4213,4,0.7752382379487064,0.9574572494066086,-1378.0,-1956.0,1018,0.0943414232750604,1.4456033470805674
14,11.0,1794,bus_4450,4,0.9271848029152856,1.0082487778134486,-2358.0,-3007.0,1794,0.0960839977364817,1.5125992881680412
13,132.0,1875,bus_4211,4,0.8515084822106441,0.9782700329085028,-1506.0,-1837.0,1875,0.062174948877697,1.411347709268182
9,15.75,1216,bus_3419,3,-0.0567608399180042,1.0856332501388022,-944.0,4973.0,1216,0.3477444752641174,1.0856331538311952
12,132.0,1992,bus_4190,4,0.9344533557829212,1.0489276820522315,-2378.0,-1162.0,1992,0.0540457953029783,1.3865590575140687
1,66.0,601,bus_1622,1,-0.1661761952403806,1.0423980954277092,2287.0,2279.0,601,-0.0379212797887994,1.0712182888730009
12,11.0,1687,bus_4491,4,1.0223061992500286,0.9387673649966152,-3913.0,-1767.0,1687,0.1399746048218281,1.3401240542880966
11,110.0,1896,starbus_xf_3231_3644_3645_2,3,-0.2980471071460245,1.0346916410675122,-648.0,3275.0,1896,-0.1819528609640048,1.0115482975018526
15,110.0,1217,bus_5137,5,-0.140461503528466,1.0266691096579124,2525.0,-5846.0,1217,0.6589185387897186,1.0326619451519607
8,132.0,1751,bus_3069,3,-0.2836595372990941,1.0352198592191362,-225.0,6053.0,1751,-0.1000998936304349,1.0312726020131855
15,22.0,1494,bus_5193,5,-0.1875238606749273,1.015420111015651,2190.0,-5771.0,1494,0.6054140909463978,1.0202372575944874
13,10.5,1170,bus_4045,4,1.0578588284124684,0.9989252108001028,-2451.0,-1601.0,1170,0.1310217380793245,1.4941063332019129
7,10.5,1913,bus_2037,2,-0.1679835770574665,1.0263949906929717,1274.0,-4304.0,1913,0.5225488628368785,1.0263945920437851
3,132.0,423,bus_1372,1,-0.3458969394330197,1.0533103455416462,1378.0,-394.0,423,-0.4019871573073326,0.9755117344394714
15,13.8,1511,bus_5047,5,-0.1242976515138329,0.992182545543574,2637.0,-5960.0,1511,0.6775708450413925,0.9980191961763608
8,132.0,1741,bus_3172,3,-0.3111385796070227,1.036920087833526,-834.0,6180.0,1741,0.0005209353994168,1.0294935350471062
15,6.6,317,bus_5034,5,-0.1447393968038669,1.009992652425121,1729.0,-5929.0,317,0.6308956717043387,1.0122958666859685
11,33.0,1274,bus_3396,3,-0.361800271712191,1.0026976771950669,-530.0,3726.0,1274,-0.2865614583931998,0.9490779325072518
13,275.0,863,bus_4110,4,1.1040580638590491,1.0390632654540972,-2493.0,-1830.0,863,0.1382265826400199,1.5130807936620196
11,110.0,1462,starbus_xf_3177_3179_3178_1,3,-0.367398805886037,1.0394601752376036,-739.0,2385.0,1462,-0.1954424115434561,1.0950075466783902
15,11.0,316,bus_5026,5,0.0893803667615391,1.019371006744718,2117.0,-6224.0,316,0.5765627899839644,1.0008799644595454
4,15.75,463,bus_1069,1,-0.088162857873609,1.0561971685438305,794.0,-2014.0,463,0.1835036505675221,1.0562014621778617
2,132.0,617,bus_1246,1,-0.3595026209900812,1.0506324777000964,459.0,-475.0,617,-0.3844660675688439,0.9937972185367712
9,19.0,1294,bus_3495,3,-0.1788363538858597,1.0915212830863104,-11.0,5376.0,1294,0.053059761111221,1.0908006078950574
9,132.0,1458,bus_3149,3,-0.1812221607071641,1.044943804529576,81.0,5506.0,1458,0.0517208118242864,1.0449437618277158
11,110.0,263,bus_3307,3,-0.3409517394808692,1.046219420076015,-1099.0,2101.0,263,-0.149672477433299,1.1235082821080935
9,11.0,1603,bus_3013,3,-0.2941831159423512,1.035797732512988,-906.0,4123.0,1603,-0.0508862138954782,1.0535300123928335
13,275.0,2021,connection S2,4,0.0,1.0,,,2021,0.1272783484424171,1.5861991156147168
1,132.0,295,bus_1203,1,-0.2289616431065564,1.0619195413433278,786.0,1440.0,295,-0.0564137504747401,1.1134326049692238
1,11.0,1038,bus_1631,1,-0.1827564403800269,1.0448288202753182,2122.0,2243.0,1038,-0.0429908802245823,1.0682393667657593
1,132.0,181,bus_1256,1,-0.0899672368423221,1.053121919264955,1914.0,1815.0,181,0.0418044481295665,1.056969744740211
15,110.0,386,starbus_xf_5093_5202_5203_1,5,-0.1582057575952033,1.0473505359390354,1805.0,-6295.0,386,0.4286620801388919,1.0438203893746547
9,11.8,368,bus_3041,3,-0.0242399295728672,1.057838056628721,602.0,5025.0,368,0.2369576808288938,1.0935455153835103
1,132.0,802,starbus_xf_1273_1572_1573_2,1,-0.1363014613942026,1.0763879871153443,2130.0,2328.0,802,-0.0228641193667327,1.0947363445094755
9,132.0,913,bus_3540,3,-0.1103738495849291,1.073319206756403,1932.0,2887.0,913,-0.7481359836072758,1.073330119507223
13,66.0,1016,bus_4343,4,0.9810269674543148,1.0172405712639765,-2613.0,-2221.0,1016,0.0550457942670713,1.3954671228712108
15,13.8,1987,bus_5010,5,-0.1730755431505683,1.0128611173128583,1846.0,-5556.0,1987,0.7244348757309804,1.0128644254375831
8,66.0,85,bus_3066,3,-0.2941362758558927,1.059034403338995,-390.0,5735.0,85,-0.0588625740057313,1.0567529503946544
14,11.0,1782,bus_4429,4,0.9837348796786264,0.9851555017625568,-1987.0,-3446.0,1782,0.1150912993766048,1.5312804581251525
11,11.0,568,bus_3366,3,-0.3292331763189677,1.0910498863934468,-882.0,2533.0,568,-0.15049888425298,1.1028376107616498
4,16.0,30,bus_1022,1,0.0258167272119545,0.99275293014502,1461.0,-880.0,30,0.0658280968621709,0.9927528240765844
2,132.0,309,bus_1374,1,-0.3550556622084452,1.0511641521809494,467.0,-265.0,309,-0.3830246480766769,0.9928719674824172
5,330.0,1644,bus_2192,2,-0.3593466838129467,1.0498437058197712,847.0,-2705.0,1644,0.1339187047349137,1.2554340831916535
5,20.0,569,bus_2064,2,-0.2625269322214746,1.047442014405709,-91.0,-3176.0,569,0.1304508506304472,1.047444067420335
3,66.0,1422,bus_1590,1,-0.2988273002711188,1.027417981082381,1022.0,203.0,1422,-0.3908774527676795,0.9552248417933084
15,110.0,1438,bus_5049,5,-0.0948140125895526,1.066865059817544,1542.0,-5731.0,1438,1.028161361597005,0.931535683236465
9,66.0,1060,bus_3062,3,-0.2169073470768849,1.0661973304480543,349.0,5482.0,1060,0.0431167160711371,1.0878356729745946
9,500.0,2002,bus_txf_275 kV double-circuit shunt reactors,3,0.0,1.0,,,2002,0.0218502149817711,1.197020362547918
2,132.0,1391,bus_1195,1,-0.2575354334557913,1.0566565111851736,349.0,757.0,1391,-0.1071792299843013,1.0743726192289549
2,23.0,1845,bus_1003,1,-0.0261051592729974,1.0633699740172584,769.0,804.0,1845,-0.0327585372421357,1.0410783310866354
13,66.0,642,bus_4031,4,0.982537437853312,1.100000009999487,-2169.0,-2688.0,642,0.1138430798154246,1.401448992349331
11,110.0,828,bus_3253,3,-0.007650094373237,1.0288467387349185,-900.0,2824.0,828,-0.0714314448562285,1.1457389057664795
5,0.6899999999999998,589,bus_2055,2,0.1584532389258912,1.0464348056816273,-314.0,-3692.0,589,0.240009480073027,1.046435981664438
11,330.0,930,bus_3652,3,0.0336764081720529,1.0618566570681691,728.0,2866.0,930,-0.050955997555873,1.123111773698295
15,220.0,1137,bus_5149,5,-0.1714518391601471,1.0764297233015838,1955.0,-5495.0,1137,0.7234722221969074,1.118906614779661
5,22.0,1286,bus_1055,1,-0.0021091661678343,1.079636219530172,261.0,-3078.0,1286,0.289092031517709,1.1259487545824034
15,22.0,75,bus_5221,5,-0.1894358995036841,1.0221913776607936,1931.0,-5961.0,75,0.5856755756474346,1.0242289315756714
6,33.0,1617,bus_2228,2,-0.1476515156178709,1.045941340317663,16.0,-3858.0,1617,0.3140402129203629,1.3096207465780971
11,132.0,1936,bus_3651,3,0.0183568789893884,1.064542174821664,1221.0,2854.0,1936,-0.0746910977571982,1.111589752576245
7,66.0,1270,bus_2255,2,-0.3581835919944405,1.0508522017709232,1320.0,-4352.0,1270,0.1227799705243011,1.207469472060224
15,220.0,669,bus_5142,5,-0.0726529647218524,1.0946713623708404,1813.0,-5622.0,669,1.057161258243279,0.9615668639206776
9,33.0,1207,bus_3239,3,-0.3534290875531036,1.013894424445455,54.0,4346.0,1207,-0.1048350641904238,1.0168930468385955
8,132.0,460,bus_3201,3,-0.2701556150962964,1.038769651591121,-259.0,5917.0,460,-0.0869653883829019,1.0345722686486294
11,11.0,1642,bus_3414,3,-0.4891731547072617,1.0129403995409858,375.0,2966.0,1642,-0.6013480334724697,0.8181739181228761
1,132.0,1626,bus_1302,1,-0.2279872001649238,1.065136001688868,565.0,1391.0,1626,-0.0606310097818358,1.108070846217673
8,500.0,2000,bus_txf_500 kV NQCQ backbone double-circuit,3,0.0,1.0,,,2000,0.0029506011410219,1.0770434753766347
11,110.0,1595,bus_3506,3,-0.2908606935749788,1.0522179596085128,-555.0,3399.0,1595,-0.1626104998252074,1.031604227703724
2,23.0,537,bus_1082,1,-0.1610717148803305,1.0259188893214204,809.0,725.0,537,-0.0261068163389384,1.0253438134673816
13,66.0,1500,bus_4280,4,0.9657976935919848,1.0231031378186348,-2056.0,-2473.0,1500,0.0440279990568222,1.3886535995354266
8,132.0,1550,bus_3209,3,-0.3516833991874854,1.0288032531113516,-381.0,6734.0,1550,-0.1728539816286191,1.02471406509647
9,66.0,858,bus_3186,3,0.0043747812227196,1.0722184668594286,-1053.0,4615.0,858,0.1098284749871493,1.0718151144429775
6,11.0,1268,bus_2012,2,-0.136017555524817,1.033403555838729,1039.0,-2934.0,1268,0.239717858362904,1.033403607837542
12,33.0,208,bus_4358,4,1.0799797403225466,1.053451095166707,-2996.0,-1862.0,208,0.2293755731502806,1.6646284026817235
15,11.0,688,bus_5222,5,-0.1250983727092837,1.070952580878762,1346.0,-6661.0,688,0.459402470120563,1.066244877893793
8,33.0,840,bus_3407,3,-0.3237524619644535,1.0296864553255385,-1030.0,6296.0,840,-0.0117910094248443,1.0224884851639735
4,330.0,855,starbus_xf_1118_1042_1043_3,1,0.1122586807305818,0.9767764897890632,1317.0,-1628.0,855,0.3322350200178206,0.9860816849956516
2,33.0,1596,bus_1634,1,-0.0789011191681935,1.0522509665649349,639.0,56.0,1596,0.1377088195487176,1.0358702697651374
13,66.0,1651,bus_4324,4,0.98332001489765,1.0594649485954484,-1830.0,-2105.0,1651,0.1381901736389277,1.4265347568649676
8,275.0,1790,bus_3591,3,-0.2610550121330435,1.0597116825256347,-570.0,5934.0,1790,-0.0506842392130153,1.0597116309902248
2,33.0,224,bus_1436,1,-0.189892099400213,1.017548694159116,-674.0,-304.0,224,-0.0544815521606118,1.0877732494634296
11,11.0,1873,bus_3415,3,-0.4844088287588585,1.0266102420253624,373.0,2990.0,1873,-0.5829378537987522,0.8514883300046427
11,110.0,1961,bus_3056,3,-0.1162326407017438,1.035337764804086,-496.0,2948.0,1961,-0.0735456995042511,1.1242165325949915
4,132.0,711,bus_1315,1,-0.0383433061748325,1.1000000106957544,695.0,-1458.0,711,1.83365371070832,0.368512401884463
1,33.0,1442,bus_1607,1,-0.0576914791964726,0.9789011743757856,2576.0,2235.0,1442,0.0529558743879747,0.9738851536112731
9,110.0,797,bus_3319,3,-0.2971285461118336,1.062193400324838,-111.0,4070.0,797,-0.0708833896057026,1.0687944026364224
6,66.0,867,bus_2218,2,-0.4768849226419727,1.0502231217719962,407.0,-4312.0,867,0.1337721275939326,1.3236144726459098
1,66.0,1257,bus_1510,1,-0.1034117718003608,1.0332898678839144,1869.0,1745.0,1257,-0.0088317965914853,1.0483476181885076
11,110.0,1258,bus_3014,3,-0.0932602240367817,1.0333791157221364,-391.0,2956.0,1258,-0.0568832329065727,1.1301155428645808
15,22.0,1911,bus_5190,5,-0.2428697881179859,1.0540383250007628,2331.0,-5566.0,1911,0.6891462508986316,1.0650561474544695
5,500.0,2016,bus_txf_Western Victoria Grid Reinforcement,2,0.0,1.0,,,2016,-0.0261068160421708,1.0253438134489288
9,20.0,1858,bus_3423,3,0.1443632014859107,1.0694323900877698,257.0,3682.0,1858,0.0167795990597814,1.16376255842801
11,110.0,1903,bus_3534,3,-0.2658797807217347,1.0548350460811975,-438.0,3182.0,1903,-0.1235779420568526,1.0480905540070045
6,66.0,1337,bus_2275,2,-0.3017504108858251,1.0318695283479835,637.0,-3026.0,1337,0.117348256408751,1.330372822412937
13,66.0,1575,bus_4123,4,1.0006019692503627,1.016343278966448,-2190.0,-2878.0,1575,0.0893215454683868,1.475306923713579
