name,number_from,name_from,base_voltage_from,angle_from,magnitude_from,area_from,number_to,name_to,base_voltage_to,angle_to,magnitude_to,area_to,line_type,rating,x_from,y_from,x_to,y_to,geometry
bus_1185-bus_1188-i_line_1185_to_1188_3_cp,1186,bus_1185,132.0,-0.3394524116620083,1.034736453955164,2,1627,bus_1188,132.0,-0.3395045558124802,1.0350734883428145,2,ac,236.0,238,527,166,565,"LINESTRING (238 527, 166 565)"
bus_1524-bus_1581-i_line_1524_to_1581_2_cp,884,bus_1524,33.0,-0.4505949089602606,1.0897749251269715,1,1637,bus_1581,33.0,-0.4503952646330956,1.0905487075007056,1,ac,21.0,-46,1448,27,1398,"LINESTRING (-46 1448, 27 1398)"
bus_1522-bus_1581-i_line_1522_to_1581_1_cp,1467,bus_1522,33.0,-0.4505764106250911,1.0897421072089215,1,1637,bus_1581,33.0,-0.4503952646330956,1.0905487075007056,1,ac,21.0,-24,1461,27,1398,"LINESTRING (-24 1461, 27 1398)"
bus_3099-bus_3074-i_line_3099_to_3491_1_cp,174,bus_3099,110.0,-0.10892749514594832,1.026514591957125,11,1640,bus_3074,110.0,-0.08365654226359978,1.0455508413444714,11,ac,69.0,-923,2943,-951,2806,"LINESTRING (-923 2943, -951 2806)"
bus_3099-bus_3074-i_line_3099_to_3491_2_cp,174,bus_3099,110.0,-0.10892749514594832,1.026514591957125,11,1640,bus_3074,110.0,-0.08365654226359978,1.0455508413444714,11,ac,138.0,-923,2943,-951,2806,"LINESTRING (-923 2943, -951 2806)"
bus_3171-bus_3074-i_line_3171_to_3491_1_cp,898,bus_3171,110.0,-0.09065979643028099,1.0398503037506353,11,1640,bus_3074,110.0,-0.08365654226359978,1.0455508413444714,11,ac,143.0,-866,2904,-951,2806,"LINESTRING (-866 2904, -951 2806)"
bus_3214-bus_3074-i_line_3214_to_3491_2_cp,1211,bus_3214,110.0,-0.007646122054452157,1.0288189856803815,11,1640,bus_3074,110.0,-0.08365654226359978,1.0455508413444714,11,ac,212.0,-1137,2866,-951,2806,"LINESTRING (-1137 2866, -951 2806)"
bus_3214-bus_3074-i_line_3214_to_3491_1_cp,1211,bus_3214,110.0,-0.007646122054452157,1.0288189856803815,11,1640,bus_3074,110.0,-0.08365654226359978,1.0455508413444714,11,ac,217.0,-1137,2866,-951,2806,"LINESTRING (-1137 2866, -951 2806)"
bus_3014-bus_3074-i_line_3014_to_3491_1_cp,1258,bus_3014,110.0,-0.09326022403678176,1.0333791157221364,11,1640,bus_3074,110.0,-0.08365654226359978,1.0455508413444714,11,ac,71.0,-891,2956,-951,2806,"LINESTRING (-891 2956, -951 2806)"
bus_3170-bus_3074-i_line_3170_to_3491_2_cp,1516,bus_3170,110.0,-0.08482702027519523,1.0449219017487026,11,1640,bus_3074,110.0,-0.08365654226359978,1.0455508413444714,11,ac,143.0,-845,2971,-951,2806,"LINESTRING (-845 2971, -951 2806)"
bus_3056-bus_3074-i_line_3056_to_3491_1_cp,1961,bus_3056,110.0,-0.11623264070174388,1.035337764804086,11,1640,bus_3074,110.0,-0.08365654226359978,1.0455508413444714,11,ac,100.0,-996,2948,-951,2806,"LINESTRING (-996 2948, -951 2806)"
bus_3056-bus_3074-i_line_3056_to_3491_2_cp,1961,bus_3056,110.0,-0.11623264070174388,1.035337764804086,11,1640,bus_3074,110.0,-0.08365654226359978,1.0455508413444714,11,ac,219.0,-996,2948,-951,2806,"LINESTRING (-996 2948, -951 2806)"
bus_4229-bus_4230-i_line_4229_to_4230_3_cp,860,bus_4229,66.0,0.43998858062387514,0.9057718051094805,13,1643,bus_4230,66.0,0.43397642047167,0.903709606821805,13,ac,114.99999999999999,-2143,-896,-2163,-830,"LINESTRING (-2143 -896, -2163 -830)"
bus_2190-bus_2192-i_line_2190_to_2193_1_cp_merged_with_line_2193_to_2194_1_RLC,692,bus_2190,330.0,-0.10446675056256104,1.041585196335417,5,1644,bus_2192,330.0,-0.3593466838129467,1.0498437058197712,5,ac,671.0,736,-2406,747,-2705,"LINESTRING (736 -2406, 747 -2705)"
bus_2190-bus_2192-i_line_2190_to_2192_2_cp,692,bus_2190,330.0,-0.10446675056256104,1.041585196335417,5,1644,bus_2192,330.0,-0.3593466838129467,1.0498437058197712,5,ac,645.0,736,-2406,747,-2705,"LINESTRING (736 -2406, 747 -2705)"
bus_1594-bus_1601-i_line_1594_to_1601_1_cp,116,bus_1594,66.0,-0.09199963418283934,1.0485810047246245,1,1645,bus_1601,66.0,-0.09468398758012145,1.0461370792571691,1,ac,68.0,2721,2689,2833,2717,"LINESTRING (2721 2689, 2833 2717)"
bus_1598-bus_1601-i_line_1598_to_1601_1_cp,552,bus_1598,66.0,-0.10320016958032806,1.0359321365578016,1,1645,bus_1601,66.0,-0.09468398758012145,1.0461370792571691,1,ac,56.00000000000001,2909,2742,2833,2717,"LINESTRING (2909 2742, 2833 2717)"
bus_4319-bus_4324-i_line_4319_to_4324_1_cp,511,bus_4319,66.0,0.9757673385505338,1.0582325137790083,13,1651,bus_4324,66.0,0.98332001489765,1.0594649485954484,13,ac,78.0,-1827,-2251,-1830,-2105,"LINESTRING (-1827 -2251, -1830 -2105)"
bus_4071-bus_4324-i_line_4071_to_4324_1_cp,1776,bus_4071,66.0,0.9880086975304688,1.061405120998456,13,1651,bus_4324,66.0,0.98332001489765,1.0594649485954484,13,ac,76.0,-1851,-1994,-1830,-2105,"LINESTRING (-1851 -1994, -1830 -2105)"
bus_3094-bus_3225-i_line_3094_to_3225_1_cp,93,bus_3094,132.0,-0.5402970853932636,1.0006709572074781,8,1655,bus_3225,132.0,-0.5522808777625863,1.0014808852597294,8,ac,120.0,-1895,6824,-2013,6902,"LINESTRING (-1895 6824, -2013 6902)"
bus_3094-bus_3225-i_line_3094_to_3225_2_cp,93,bus_3094,132.0,-0.5402970853932636,1.0006709572074781,8,1655,bus_3225,132.0,-0.5522808777625863,1.0014808852597294,8,ac,113.99999999999999,-1895,6824,-2013,6902,"LINESTRING (-1895 6824, -2013 6902)"
bus_1189-bus_1215-i_line_1189_to_1215_1_cp,170,bus_1189,132.0,-0.32658829402484385,1.0491512002520478,2,1667,bus_1215,132.0,-0.335699027146074,1.0465973636721804,3,ac,271.0,732,-450,876,-435,"LINESTRING (732 -450, 876 -435)"
bus_2200-bus_2204-i_line_2200_to_2204_1_cp,811,bus_2200,500.0,-0.21158900438121792,1.0102695555460788,5,1669,bus_2204,500.0,-0.2608320848962393,1.0481393124367973,5,ac,1325.0,-277,-2958,-68,-3103,"LINESTRING (-277 -2958, -68 -3103)"
bus_2203-bus_2204-i_line_2203_to_2204_1_cp,1891,bus_2203,500.0,-0.3331696804991536,1.0551643037053646,5,1669,bus_2204,500.0,-0.2608320848962393,1.0481393124367973,5,ac,1392.0,149,-3261,-68,-3103,"LINESTRING (149 -3261, -68 -3103)"
bus_3496-bus_3623-i_line_3496_to_3623_1_cp,12,bus_3496,110.0,-0.2925664046279844,1.0536492981037135,11,1671,bus_3623,110.0,-0.31243602522921154,1.0467699237451642,11,ac,131.0,-944,3422,-816,3268,"LINESTRING (-944 3422, -816 3268)"
bus_3222-bus_3623-i_line_3222_to_3623_1_cp,953,bus_3222,110.0,-0.2916332428323532,1.0551235237180616,11,1671,bus_3623,110.0,-0.31243602522921154,1.0467699237451642,11,ac,130.0,-945,3336,-816,3268,"LINESTRING (-945 3336, -816 3268)"
bus_3229-bus_3623-i_line_3229_to_3623_1_cp,1128,bus_3229,110.0,-0.3200582001961344,1.0483283673645178,11,1671,bus_3623,110.0,-0.31243602522921154,1.0467699237451642,11,ac,136.0,-635,3096,-816,3268,"LINESTRING (-635 3096, -816 3268)"
bus_3229-bus_3623-i_line_3229_to_3623_2_cp,1128,bus_3229,110.0,-0.3200582001961344,1.0483283673645178,11,1671,bus_3623,110.0,-0.31243602522921154,1.0467699237451642,11,ac,136.0,-635,3096,-816,3268,"LINESTRING (-635 3096, -816 3268)"
bus_4257-bus_4258-i_line_4257_to_4258_1_cp,649,bus_4257,66.0,1.0204581736721752,1.0019132423716164,14,1673,bus_4258,66.0,1.0159302473044904,1.0023286418696917,14,ac,69.0,-2063,-3911,-2137,-3869,"LINESTRING (-2063 -3911, -2137 -3869)"
bus_4255-bus_4258-i_line_4256_to_4264_1_cp,704,bus_4255,66.0,1.0180503299379293,1.0035015154586548,14,1673,bus_4258,66.0,1.0159302473044904,1.0023286418696917,14,ac,92.0,-2167,-3336,-2137,-3869,"LINESTRING (-2167 -3336, -2137 -3869)"
bus_3192-bus_3467-i_line_3192_to_3467_1_cp,835,bus_3192,110.0,-0.26036470299051556,1.0483683239127992,11,1677,bus_3467,110.0,-0.2535598679844813,1.0439849213209118,11,ac,104.0,-976,3255,-1130,3182,"LINESTRING (-976 3255, -1130 3182)"
bus_3129-bus_3467-i_line_3129_to_3467_1_cp,1731,bus_3129,110.0,-0.2141572728076059,1.01925279445709,11,1677,bus_3467,110.0,-0.2535598679844813,1.0439849213209118,11,ac,105.0,-1207,3092,-1130,3182,"LINESTRING (-1207 3092, -1130 3182)"
bus_2128-bus_2161-i_line_2128_to_2161_2_cp,1413,bus_2128,220.0,-0.35809998044972546,1.0389217956445833,6,1678,bus_2161,220.0,-0.3581980931036112,1.0395120520107106,6,ac,375.0,340,-3787,348,-3879,"LINESTRING (340 -3787, 348 -3879)"
bus_3001-bus_3277-i_line_3065_to_3277_1_cp,322,bus_3001,132.0,-0.2784463465267816,1.0322317139019397,8,1680,bus_3277,132.0,-0.294177117202906,1.0306528338111272,8,ac,114.99999999999999,-918,5722,-1035,5731,"LINESTRING (-918 5722, -1035 5731)"
bus_3002-bus_3277-i_line_3063_to_3277_1_cp,1547,bus_3002,132.0,-0.30299812811186555,1.0536492981037135,8,1680,bus_3277,132.0,-0.294177117202906,1.0306528338111272,8,ac,112.00000000000001,-1218,5893,-1035,5731,"LINESTRING (-1218 5893, -1035 5731)"
bus_3261-bus_3278-i_line_3261_to_3278_2_cp,1068,bus_3261,132.0,-0.043388084203523525,1.0732823088657244,9,1681,bus_3278,132.0,-0.05031800438703237,1.0709646480259616,9,ac,267.0,405,3966,485,4116,"LINESTRING (405 3966, 485 4116)"
bus_3261-bus_3278-i_line_3261_to_3278_1_cp,1068,bus_3261,132.0,-0.043388084203523525,1.0732823088657244,9,1681,bus_3278,132.0,-0.05031800438703237,1.0709646480259616,9,ac,256.0,405,3966,485,4116,"LINESTRING (405 3966, 485 4116)"
bus_4226-bus_4243-i_Dec15_line_4226_to_4243_1_dec,270,bus_4226,66.0,1.0425130817173016,1.0121135255806009,14,1684,bus_4243,66.0,1.0499265437365715,1.0068971706698608,14,ac,125.0,-2009,-3012,-1970,-3309,"LINESTRING (-2009 -3012, -1970 -3309)"
bus_4226-bus_4243-i_Dec16_line_4226_to_4243_2_dec,270,bus_4226,66.0,1.0425130817173016,1.0121135255806009,14,1684,bus_4243,66.0,1.0499265437365715,1.0068971706698608,14,ac,120.0,-2009,-3012,-1970,-3309,"LINESTRING (-2009 -3012, -1970 -3309)"
bus_4225-bus_4243-i_line_4244_to_4247_1_cp,1698,bus_4225,66.0,1.02109162523063,1.0006974775956257,14,1684,bus_4243,66.0,1.0499265437365715,1.0068971706698608,14,ac,64.0,-1983,-3864,-1970,-3309,"LINESTRING (-1983 -3864, -1970 -3309)"
bus_4279-bus_4288-i_line_4279_to_4288_1_cp,18,bus_4279,66.0,0.9669450610710372,1.022934109039757,13,1685,bus_4288,66.0,0.9668886939009208,1.0232298915905247,13,ac,105.0,-2083,-2441,-2148,-2427,"LINESTRING (-2083 -2441, -2148 -2427)"
bus_3334-bus_3359-i_line_3334_to_3359_2_cp,871,bus_3334,110.0,-0.30602547041021233,1.0458260475670444,11,1686,bus_3359,110.0,-0.30614502920849607,1.0457644272021682,11,ac,91.0,-1391,3478,-1519,3506,"LINESTRING (-1391 3478, -1519 3506)"
bus_3334-bus_3359-i_line_3334_to_3358_1_cp,871,bus_3334,110.0,-0.30602547041021233,1.0458260475670444,11,1686,bus_3359,110.0,-0.30614502920849607,1.0457644272021682,11,ac,87.0,-1391,3478,-1519,3506,"LINESTRING (-1391 3478, -1519 3506)"
bus_3058-bus_3359-i_line_3058_to_3371_1_cp,1215,bus_3058,110.0,-0.3027466355820523,1.0476530614119484,11,1686,bus_3359,110.0,-0.30614502920849607,1.0457644272021682,11,ac,145.0,-1308,3419,-1519,3506,"LINESTRING (-1308 3419, -1519 3506)"
bus_2099-bus_2100-i_line_2099_to_2100_1_cp,620,bus_2099,132.0,-0.26702488855593687,1.0345418605850494,6,1688,bus_2100,132.0,-0.21299073880389338,1.069044189027994,6,ac,195.0,198,-3943,177,-4137,"LINESTRING (198 -3943, 177 -4137)"
bus_1219-bus_1232-i_line_1220_to_1232_1_cp,870,bus_1219,132.0,-0.33354583489913836,1.0496689075354961,3,1694,bus_1232,132.0,-0.33023608848219743,1.0494748311387885,3,ac,272.0,1322,-618,1097,-538,"LINESTRING (1322 -618, 1097 -538)"
bus_1219-bus_1232-i_line_1220_to_1232_2_cp,870,bus_1219,132.0,-0.33354583489913836,1.0496689075354961,3,1694,bus_1232,132.0,-0.33023608848219743,1.0494748311387885,3,ac,254.99999999999997,1322,-618,1097,-538,"LINESTRING (1322 -618, 1097 -538)"
bus_4225-bus_4245-i_line_4244_to_4245_2_cp,1698,bus_4225,66.0,1.02109162523063,1.0006974775956257,14,1695,bus_4245,66.0,1.0202183594298877,0.9996497402151269,14,ac,60.0,-1983,-3864,-1913,-3805,"LINESTRING (-1983 -3864, -1913 -3805)"
bus_4225-bus_4245-i_line_4244_to_4245_1_cp,1698,bus_4225,66.0,1.02109162523063,1.0006974775956257,14,1695,bus_4245,66.0,1.0202183594298877,0.9996497402151269,14,ac,60.0,-1983,-3864,-1913,-3805,"LINESTRING (-1983 -3864, -1913 -3805)"
bus_3158-bus_3613-i_line_3158_to_3613_2_cp,1840,bus_3158,275.0,0.059650018122266876,1.0554790935884322,9,1696,bus_3613,275.0,0.05544772026062009,1.0797792921548544,9,ac,747.0,307,3563,419,3556,"LINESTRING (307 3563, 419 3556)"
bus_4110-bus_4115-i_line_4110_to_4115_1_cp,863,bus_4110,275.0,1.1040580638590491,1.0390632654540972,13,1697,bus_4115,275.0,1.0456323996213135,1.0451109676674997,13,ac,499.0,-2493,-1830,-2628,-1613,"LINESTRING (-2493 -1830, -2628 -1613)"
bus_4107-bus_4115-i_line_4107_to_4115_1_cp,1551,bus_4107,275.0,1.0174742349122765,1.0403632930073323,13,1697,bus_4115,275.0,1.0456323996213135,1.0451109676674997,13,ac,509.99999999999994,-2794,-1647,-2628,-1613,"LINESTRING (-2794 -1647, -2628 -1613)"
bus_4257-bus_4225-i_line_4257_to_4259_1_cp,649,bus_4257,66.0,1.0204581736721752,1.0019132423716164,14,1698,bus_4225,66.0,1.02109162523063,1.0006974775956257,14,ac,67.0,-2063,-3911,-1983,-3864,"LINESTRING (-2063 -3911, -1983 -3864)"
bus_4260-bus_4225-i_line_4260_to_4341_1_cp,1605,bus_4260,66.0,1.0143770902429645,1.00433961956117,14,1698,bus_4225,66.0,1.02109162523063,1.0006974775956257,14,ac,73.0,-2127,-4027,-1983,-3864,"LINESTRING (-2127 -4027, -1983 -3864)"
bus_3039-bus_3050-i_line_3039_to_3050_2_cp,1843,bus_3039,132.0,-0.02423993296577893,1.0760767459313103,9,1699,bus_3050,132.0,-0.04278898129703181,1.0726667775630871,9,ac,112.99999999999999,43,4965,123,5110,"LINESTRING (43 4965, 123 5110)"
bus_4312-bus_4313-i_line_4312_to_4313_1_cp,929,bus_4312,66.0,0.9677908415974872,1.04209136045144,14,1705,bus_4313,66.0,0.9678954930998184,1.0415135626971668,14,ac,111.00000000000001,-1586,-2960,-1550,-3113,"LINESTRING (-1586 -2960, -1550 -3113)"
bus_4216-bus_4218-i_line_4216_to_4218_1_cp,1421,bus_4216,132.0,0.15768068673491076,1.0141065870933212,14,1706,bus_4218,132.0,0.17370703411455213,1.0127279040253288,14,ac,206.99999999999997,-864,-2495,-897,-2567,"LINESTRING (-864 -2495, -897 -2567)"
bus_1124-bus_1149-i_line_1124_to_1149_1_cp,882,bus_1124,330.0,-0.1711833232853899,1.027,2,1709,bus_1149,330.0,-0.1554395651878936,1.025077786,2,ac,791.0,697,535,721,682,"LINESTRING (697 535, 721 682)"
bus_1138-bus_1149-i_line_1138_to_1149_1_cp,1125,bus_1138,330.0,-0.2691346021583173,1.027,2,1709,bus_1149,330.0,-0.1554395651878936,1.025077786,2,ac,822.0000000000001,597,315,721,682,"LINESTRING (597 315, 721 682)"
bus_1091-bus_1149-i_line_1091_to_1149_1_cp,1332,bus_1091,330.0,-0.11966941656059205,1.027,2,1709,bus_1149,330.0,-0.1554395651878936,1.025077786,2,ac,789.0,759,719,721,682,"LINESTRING (759 719, 721 682)"
bus_1132-bus_1149-i_line_1132_to_1149_1_cp,1815,bus_1132,330.0,-0.14359099617277354,1.0270742507729493,2,1709,bus_1149,330.0,-0.1554395651878936,1.025077786,2,ac,753.0,897,993,721,682,"LINESTRING (897 993, 721 682)"
bus_3238-bus_3382-i_line_3238_to_3382_1_cp,193,bus_3238,110.0,-0.3340988705737923,1.0532817841003856,9,1715,bus_3382,110.0,-0.33327732212872846,1.0534193274714014,9,ac,218.00000000000003,-487,4295,-541,4204,"LINESTRING (-487 4295, -541 4204)"
bus_3369-bus_3382-i_line_3369_to_3382_1_cp,1326,bus_3369,110.0,-0.33435776134288353,1.0531862644872494,9,1715,bus_3382,110.0,-0.33327732212872846,1.0534193274714014,9,ac,91.0,-512,4317,-541,4204,"LINESTRING (-512 4317, -541 4204)"
bus_3237-bus_3382-i_line_3237_to_3382_2_cp,1540,bus_3237,110.0,-0.3341487403637394,1.06298,9,1715,bus_3382,110.0,-0.33327732212872846,1.0534193274714014,9,ac,211.0,-472,4285,-541,4204,"LINESTRING (-472 4285, -541 4204)"
bus_3172-bus_3626-i_line_3172_to_3626_1_cp,1741,bus_3172,132.0,-0.3111385796070227,1.036920087833526,8,1716,bus_3626,132.0,-0.32295254417779357,0.9729757217770073,8,ac,114.99999999999999,-1334,6180,-1435,6262,"LINESTRING (-1334 6180, -1435 6262)"
bus_3172-bus_3626-i_line_3172_to_3626_2_cp,1741,bus_3172,132.0,-0.3111385796070227,1.036920087833526,8,1716,bus_3626,132.0,-0.32295254417779357,0.9729757217770073,8,ac,113.99999999999999,-1334,6180,-1435,6262,"LINESTRING (-1334 6180, -1435 6262)"
bus_1103-bus_1118-i_line_1103_to_1118_1_cp,343,bus_1103,330.0,-0.02349809903081908,1.0406343683645485,4,1719,bus_1118,330.0,0.07562057907539745,1.0337184759326778,4,ac,1483.8375219635775,1446,-1310,1300,-1557,"LINESTRING (1446 -1310, 1300 -1557)"
bus_1597-bus_1600-i_line_1597_to_1600_1_pi,1953,bus_1597,66.0,-0.36054541280713154,1.0269001582733583,1,1726,bus_1600,66.0,-0.3648411697278478,1.0233133674423531,1,ac,65.0,-1096,1993,-1106,2014,"LINESTRING (-1096 1993, -1106 2014)"
bus_2256-bus_2257-i_line_2256_to_2257_1_cp,37,bus_2256,66.0,-0.17203222214392186,1.0133005547664948,6,1728,bus_2257,66.0,-0.2372236842444684,0.9762170623155074,6,ac,48.0,907,-2953,869,-2937,"LINESTRING (907 -2953, 869 -2937)"
bus_2235-bus_2257-i_line_2235_to_2257_1_cp,1284,bus_2235,66.0,-0.2893603923467968,0.9969173267714591,6,1728,bus_2257,66.0,-0.2372236842444684,0.9762170623155074,6,ac,47.0,821,-2923,869,-2937,"LINESTRING (821 -2923, 869 -2937)"
bus_2236-bus_2238-i_line_2236_to_2238_1_cp,128,bus_2236,66.0,-0.4137977576279976,1.0270394971207684,6,1736,bus_2238,66.0,-0.4509378419414634,0.97713,6,ac,78.0,324,-3947,314,-4087,"LINESTRING (324 -3947, 314 -4087)"
bus_2230-bus_2238-i_line_2230_to_2238_1_cp,1918,bus_2230,66.0,-0.45118977374587876,1.0072607088300463,6,1736,bus_2238,66.0,-0.4509378419414634,0.97713,6,ac,85.0,308,-4195,314,-4087,"LINESTRING (308 -4195, 314 -4087)"
bus_1403-bus_1178-i_line_1403_to_1425_1_cp,923,bus_1403,132.0,-0.3082270207408814,1.0498289736824362,2,1738,bus_1178,132.0,-0.303756665935689,1.048723837273413,2,ac,223.0,287,140,524,-60,"LINESTRING (287 140, 524 -60)"
bus_1401-bus_1178-i_line_1401_to_1425_1_cp,1276,bus_1401,132.0,-0.3135417955347496,1.0510819687919006,2,1738,bus_1178,132.0,-0.303756665935689,1.048723837273413,2,ac,180.0,311,234,524,-60,"LINESTRING (311 234, 524 -60)"
bus_3114-bus_3172-i_line_3114_to_3172_1_cp,1829,bus_3114,132.0,-0.33450791211479214,1.017590850360506,8,1741,bus_3172,132.0,-0.3111385796070227,1.036920087833526,8,ac,112.00000000000001,-1373,6081,-1334,6180,"LINESTRING (-1373 6081, -1334 6180)"
bus_4112-bus_4148-i_Dec11_line_4129_to_4148_1_dec,402,bus_4112,275.0,1.037256255109364,1.052981098518803,13,1742,bus_4148,275.0,1.0384172518913812,1.0550949611956724,13,ac,673.0,-2004,-2596,-1876,-2795,"LINESTRING (-2004 -2596, -1876 -2795)"
bus_4128-bus_4148-i_Dec8_line_4128_to_4148_1_dec,480,bus_4128,275.0,1.0386949127993725,1.0562111174908497,13,1742,bus_4148,275.0,1.0384172518913812,1.0550949611956724,13,ac,655.0,-1960,-2598,-1876,-2795,"LINESTRING (-1960 -2598, -1876 -2795)"
bus_4275-bus_4289-i_Dec22_line_4275_to_4289_1_dec,1335,bus_4275,66.0,0.995585596688038,1.0177437947609143,14,1743,bus_4289,66.0,0.9844516667809339,1.0187898440763319,13,ac,114.99999999999999,-2291,-2954,-2187,-2766,"LINESTRING (-2291 -2954, -2187 -2766)"
bus_4276-bus_4289-i_line_4276_to_4289_1_cp,1780,bus_4276,66.0,0.9769358022991873,1.0227060216853843,13,1743,bus_4289,66.0,0.9844516667809339,1.0187898440763319,13,ac,109.00000000000001,-2075,-2558,-2187,-2766,"LINESTRING (-2075 -2558, -2187 -2766)"
bus_1186-bus_1326-i_line_1186_to_1233_2_cp_merged_with_line_1233_to_1326_1_cp,609,bus_1186,132.0,-0.3225125859884355,1.0428691268985268,2,1745,bus_1326,132.0,-0.35072640565266416,1.0501443397377246,2,ac,243.00000000000003,567,-53,579,-361,"LINESTRING (567 -53, 579 -361)"
bus_1318-bus_1319-i_line_1318_to_1319_1_cp,304,bus_1318,33.0,-0.21566888015709176,1.0343668854255956,5,1748,bus_1319,33.0,-0.2156817728952656,1.034386311923214,5,ac,25.0,671,-2297,624,-2357,"LINESTRING (671 -2297, 624 -2357)"
bus_2190-bus_2195-i_line_2190_to_2195_1_cp,692,bus_2190,330.0,-0.10446675056256104,1.041585196335417,5,1754,bus_2195,330.0,-0.10255959688272454,1.0472345426591838,5,ac,697.0,736,-2406,713,-2244,"LINESTRING (736 -2406, 713 -2244)"
bus_1113-bus_2195-i_line_1113_to_2195_1_cp,749,bus_1113,330.0,-0.09624253321273611,1.06298,4,1754,bus_2195,330.0,-0.10255959688272454,1.0472345426591838,5,ac,677.0,1263,-2064,713,-2244,"LINESTRING (1263 -2064, 713 -2244)"
bus_3153-bus_3482-i_line_3153_to_3482_1_cp,240,bus_3153,132.0,-0.0399675416377509,1.0534228240909769,8,1761,bus_3482,132.0,-0.03992991585420854,1.0533398588730423,8,ac,122.0,-1020,5304,-982,5236,"LINESTRING (-1020 5304, -982 5236)"
bus_3106-bus_3482-i_line_3106_to_3482_1_cp,495,bus_3106,132.0,-0.050318599664842714,1.0496841974887638,8,1761,bus_3482,132.0,-0.03992991585420854,1.0533398588730423,8,ac,136.0,-1021,5352,-982,5236,"LINESTRING (-1021 5352, -982 5236)"
bus_3044-bus_3482-i_line_3044_to_3482_2_cp,920,bus_3044,132.0,-0.052727474393473604,1.0403319848430455,8,1761,bus_3482,132.0,-0.03992991585420854,1.0533398588730423,8,ac,134.0,-973,5330,-982,5236,"LINESTRING (-973 5330, -982 5236)"
bus_3604-bus_3550-i_line_3604_to_3608_1_cp,416,bus_3604,275.0,-0.017636589025987776,1.0720741302873895,9,1762,bus_3550,275.0,-0.02776920427130424,1.070907043422534,9,ac,503.0,-1080,4673,-918,4796,"LINESTRING (-1080 4673, -918 4796)"
bus_3549-bus_3550-i_line_3549_to_3608_2_cp,523,bus_3549,275.0,-0.12796642116243676,1.0536492981037135,9,1762,bus_3550,275.0,-0.02776920427130424,1.070907043422534,9,ac,509.0,-915,4345,-918,4796,"LINESTRING (-915 4345, -918 4796)"
bus_3549-bus_3550-i_line_3549_to_3608_1_cp,523,bus_3549,275.0,-0.12796642116243676,1.0536492981037135,9,1762,bus_3550,275.0,-0.02776920427130424,1.070907043422534,9,ac,541.0,-915,4345,-918,4796,"LINESTRING (-915 4345, -918 4796)"
bus_3557-bus_3550-i_line_3557_to_3608_1_cp,824,bus_3557,275.0,-0.011566411980788739,1.080536881133045,9,1762,bus_3550,275.0,-0.02776920427130424,1.070907043422534,9,ac,559.0,-833,5026,-918,4796,"LINESTRING (-833 5026, -918 4796)"
bus_3598-bus_3550-i_line_3598_to_3608_1_cp,1492,bus_3598,275.0,-0.05698373778819454,1.0725893344167143,9,1762,bus_3550,275.0,-0.02776920427130424,1.070907043422534,9,ac,521.0,-714,4483,-918,4796,"LINESTRING (-714 4483, -918 4796)"
bus_1221-bus_1461-i_line_1221_to_1461_1_cp,672,bus_1221,132.0,-0.34507022496036965,1.0537315637342075,3,1763,bus_1461,132.0,-0.3460668953338355,1.0533637049796216,3,ac,126.0,1237,-445,1115,-484,"LINESTRING (1237 -445, 1115 -484)"
bus_1289-bus_1461-i_line_1289_to_1461_1_cp,1367,bus_1289,132.0,-0.35135806853578744,1.0504837494482029,3,1763,bus_1461,132.0,-0.3460668953338355,1.0533637049796216,3,ac,127.0,970,-499,1115,-484,"LINESTRING (970 -499, 1115 -484)"
bus_1369-bus_1654-i_line_1369_to_1654_2_cp,1838,bus_1369,33.0,-0.4006145236904155,1.0078673265809241,2,1765,bus_1654,33.0,-0.39961216467947475,1.0064403543214737,2,ac,68.50268256889673,-473,449,-611,449,"LINESTRING (-473 449, -611 449)"
bus_1102-bus_1114-i_line_1102_to_1114_1_cp,356,bus_1102,330.0,-0.022273878885440274,1.0441417322900985,4,1766,bus_1114,330.0,-0.09936052013578894,1.0311465188063351,4,ac,646.0,1404,-1052,1232,-816,"LINESTRING (1404 -1052, 1232 -816)"
bus_1105-bus_1114-i_line_1105_to_1114_1_cp,751,bus_1105,330.0,-0.153138413887704,1.0332602139842961,2,1766,bus_1114,330.0,-0.09936052013578894,1.0311465188063351,4,ac,691.0,985,-570,1232,-816,"LINESTRING (985 -570, 1232 -816)"
bus_5090-bus_5091-i_line_5090_to_5091_3_cp,1463,bus_5090,110.0,-0.10990753844575163,1.0312378460363154,15,1775,bus_5091,110.0,-0.1134886785104553,1.0302924839755965,15,ac,212.0,898,-6262,995,-6295,"LINESTRING (898 -6262, 995 -6295)"
bus_5090-bus_5091-i_line_5090_to_5091_2_cp,1463,bus_5090,110.0,-0.10990753844575163,1.0312378460363154,15,1775,bus_5091,110.0,-0.1134886785104553,1.0302924839755965,15,ac,157.0,898,-6262,995,-6295,"LINESTRING (898 -6262, 995 -6295)"
bus_5090-bus_5091-i_line_5090_to_5091_1_cp,1463,bus_5090,110.0,-0.10990753844575163,1.0312378460363154,15,1775,bus_5091,110.0,-0.1134886785104553,1.0302924839755965,15,ac,157.0,898,-6262,995,-6295,"LINESTRING (898 -6262, 995 -6295)"
