geometry,name,from_bus,to_bus,transformer
"LINESTRING (-3940 -1763, -3848 -1764)",xf_4166_4356_4492_4_3winding_transformer_br2,bus_4356,starbus_xf_4166_4356_4492_4,true
"LINESTRING (-2613 -2221, -2551 -2153)",line_4343_to_4344_1_cp,bus_4343,bus_4344,false
"LINESTRING (307 3563, -25 3843)",line_3158_to_3624_2_cp,bus_3158,bus_3624,false
"LINESTRING (1296 -332, 1304 -378)",line_1272_to_1382_1_cp,bus_1269,bus_1382,false
"LINESTRING (-976 3255, -1055 3399)",line_3192_to_3506_1_cp,bus_3192,bus_3506,false
"LINESTRING (-2794 -1647, -2530 -1665)",line_4107_to_4116_1_cp,bus_4107,bus_4116,false
"LINESTRING (1449 -5728, 1603 -5786)",line_5073_to_5075_1_cp,bus_5073,bus_5075,false
"LINESTRING (1161 1128, 1335 1359)",line_1115_to_1126_1_cp,bus_1115,bus_1126,false
"LINESTRING (-1315 2864, -1409 2892)",xf_3625_to_3007_1_2winding_transformer,bus_3625,bus_3007,true
"LINESTRING (829 -3277, 845 -3349)",xf_2122_to_2016_2_2winding_transformer,bus_2122,bus_2016,true
"LINESTRING (-759 5917, -822 5732)",line_3201_to_3483_2_cp,bus_3201,bus_3483,false
"LINESTRING (-3108 -1515, -3182 -1502)",xf_4170_to_4361_1_2winding_transformer,bus_4170,bus_4361,true
"LINESTRING (562 3886, 380 3765)",xf_3602_to_3295_1_2winding_transformer_merged_with_line_3602_to_3607_1_cp,bus_3295,bus_3607,true
"LINESTRING (-535 5511, -514 5595)",xf_3120_to_3121_1_2winding_transformer,bus_3120,bus_3121,true
"LINESTRING (778 -5332, 581 -5395)",xf_5151_to_5016_6_2winding_transformer,bus_5070,bus_5016,true
"LINESTRING (327 -1203, 407 -1151)",xf_1012_to_1383_4_2winding_transformer,bus_1012,bus_1383,true
"LINESTRING (721 -4255, 676 -4257)",xf_2202_to_2044_3_2winding_transformer,bus_2202,bus_2044,true
"LINESTRING (-52 1424, -1124 2030)",xf_1218_to_1651_3_2winding_transformer,bus_1218,bus_1651,true
"LINESTRING (464 -3836, 472 -3932)",xf_2146_to_2249_6_2winding_transformer,bus_2146,bus_2249,true
"LINESTRING (339 -3574, 343 -3661)",xf_2306_to_2341_4_2winding_transformer,bus_2306,bus_2341,true
"LINESTRING (263 -555, 355 -490)",xf_1433_to_1626_2_2winding_transformer,bus_1433,bus_1626,true
"LINESTRING (359 712, 323 829)",line_1260_to_1261_1_cp,bus_1260,bus_1261,false
"LINESTRING (-211 3633, -335 3514)",xf_3576_to_3424_2_2winding_transformer_merged_with_line_3568_to_3576_4_cp,bus_3424,bus_3568,true
"LINESTRING (779 -2299, 713 -2244)",xf_2195_2293_2332_1_3winding_transformer_br2,bus_2293,starbus_xf_2195_2293_2332_1,true
"LINESTRING (1136 -413, 1269 -521)",xf_1110_to_1169_3_2winding_transformer,bus_1110,bus_1169,true
"LINESTRING (540 -4107, 689 -4097)",xf_2184_to_2328_6_2winding_transformer,bus_2111,bus_2328,true
"LINESTRING (895 4111, 1122 4261)",line_3614_to_3617_2_cp,bus_3614,bus_3617,false
"LINESTRING (-2396 -2385, -2440 -2336)",line_4236_to_4337_1_cp,bus_4236,bus_4337,false
"LINESTRING (-759 5917, -822 5732)",line_3201_to_3483_1_cp,bus_3201,bus_3483,false
"LINESTRING (1823 2202, 2000 2110)",line_1159_to_1331_1_cp,bus_1159,bus_1331,false
"LINESTRING (-1862 -2484, -1784 -2602)",Dec25_line_4277_to_4285_1_dec,bus_4277,bus_4285,false
"LINESTRING (715 -6409, 656 -6456)",xf_5101_to_5096_4_2winding_transformer,bus_5101,bus_5096,true
"LINESTRING (-1147 2506, -1314 2549)",line_3367_to_3513_2_pi_merged_with_xf_3633_3514_3513_4_3winding_transformer_br3,starbus_xf_3633_3514_3513_4,bus_3367,true
"LINESTRING (-2616 -1803, -2706 -1816)",line_4002_to_4144_1_cp,bus_4002,bus_4144,false
"LINESTRING (-1996 -3550, -2030 -3754)",line_4246_to_4332_1_cp,bus_4246,bus_4332,false
"LINESTRING (529 439, 359 712)",line_1190_to_1266_1_cp,bus_1190,bus_1260,false
"LINESTRING (1291 -6185, 1317 -6224)",xf_5223_to_5026_5_2winding_transformer,bus_5223,bus_5026,true
"LINESTRING (2666 -1661, 2749 -1684)",xf_1225_to_1021_1_2winding_transformer,bus_1225,bus_1021,true
"LINESTRING (1814 1949, 1875 1982)",xf_1444_to_1629_2_2winding_transformer,bus_1444,bus_1629,true
"LINESTRING (1417 -5541, 1434 -5510)",line_5057_to_5063_1_cp,bus_5057,bus_5063,false
"LINESTRING (758 -1418, 707 -1482)",xf_1324_to_1062_1_2winding_transformer,bus_1324,bus_1062,true
"LINESTRING (-1022 4658, -1392 4828)",line_3477_to_3533_2_cp,bus_3477,bus_3157,false
"LINESTRING (-3222 -1469, -3108 -1515)",line_4167_to_4170_1_cp,bus_4167,bus_4170,false
"LINESTRING (-541 4204, -545 4293)",xf_3382_to_3383_4_2winding_transformer,bus_3382,bus_3383,true
"LINESTRING (-1475 6850, -1458 6865)",line_3005_to_3006_1_cp,bus_3005,bus_3006,false
"LINESTRING (805 -6131, 898 -6262)",xf_5162_to_5090_1_2winding_transformer,bus_5162,bus_5090,true
"LINESTRING (-1323 6690, -1211 6608)",line_3148_to_3486_1_cp,bus_3148,bus_3486,false
"LINESTRING (-125 2966, -187 2958)",xf_3413_3415_3414_1_3winding_transformer_br3,bus_3414,starbus_xf_3413_3415_3414_1,true
"LINESTRING (313 384, 359 712)",line_1191_to_1266_3_cp,bus_1191,bus_1260,false
"LINESTRING (1761 -5608, 1696 -5591)",line_5059_to_5060_1_cp,bus_5059,bus_5060,false
"LINESTRING (-444 -283, -579 -293)",line_1435_to_1437_1_cp,bus_1435,bus_1437,false
"LINESTRING (1626 1705, 1832 1817)",line_1192_to_1423_1_cp,bus_1192,bus_1423,false
"LINESTRING (-885 3246, -936 3314)",xf_3519_to_3522_1_2winding_transformer,bus_3519,bus_3520,true
"LINESTRING (-1369 7106, -1368 7212)",xf_3189_to_3191_1_2winding_transformer,bus_3189,bus_3191,true
"LINESTRING (679 322, 313 384)",xf_1144_to_1191_2_2winding_transformer,bus_1066,bus_1191,true
"LINESTRING (340 -3787, 324 -3947)",xf_2128_to_2236_1_2winding_transformer,bus_2128,bus_2236,true
"LINESTRING (-283 3067, -249 3097)",xf_3345_to_3347_3_2winding_transformer,bus_3344,bus_3347,true
"LINESTRING (-2190 -2878, -2134 -3081)",Dec14_line_4123_to_4292_1_dec,bus_4123,bus_4292,false
"LINESTRING (805 -6131, 898 -6262)",xf_5162_to_5090_2_2winding_transformer,bus_5162,bus_5090,true
"LINESTRING (-3496 -1689, -3288 -1647)",line_4158_to_4165_1_cp,bus_4158,bus_4165,false
"LINESTRING (-2313 -3113, -2376 -3188)",xf_4271_to_4445_1_2winding_transformer,bus_4271,bus_4445,true
"LINESTRING (-946 5782, -1065 5797)",line_3161_to_3285_1_cp,bus_3161,bus_3285,false
"LINESTRING (-553 3019, -635 3096)",line_3048_to_3229_1_cp,bus_3048,bus_3229,false
"LINESTRING (-1347 2481, -1147 2506)",line_3386_to_3633_1_cp,bus_3386,bus_3633,false
"LINESTRING (-1843 -2005, -1727 -2102)",line_4131_to_4145_1_cp,bus_4131,bus_4145,false
"LINESTRING (339 -3574, 334 -3643)",xf_2306_to_2339_6_2winding_transformer,bus_2306,bus_2339,true
"LINESTRING (-419 5506, -453 5410)",xf_3492_3565_3494_2_3winding_transformer_br1,bus_3149,starbus_xf_3492_3565_3494_2,true
"LINESTRING (-283 3067, -249 3097)",line_3346_to_3503_1_pi_merged_with_xf_3346_to_3347_1_2winding_transformer,bus_3344,bus_3347,true
"LINESTRING (-673 5521, -419 5506)",line_3167_to_3492_1_cp,bus_3167,bus_3149,false
"LINESTRING (1372 -5727, 1287 -5684)",line_5074_to_5123_1_cp,bus_5074,bus_5123,false
"LINESTRING (-1522 -3231, -1550 -3288)",line_4314_to_4315_1_cp,bus_4314,bus_4261,false
"LINESTRING (-2083 -2441, -2056 -2473)",line_4279_to_4280_1_cp,bus_4279,bus_4280,false
"LINESTRING (2127 -1817, 2213 -1829)",xf_1136_to_1059_1_2winding_transformer,bus_1136,bus_1059,true
"LINESTRING (580 -475, 504 -544)",xf_1393_to_1534_3_2winding_transformer,bus_1393,bus_1534,true
"LINESTRING (-496 2609, -503 2553)",xf_3385_to_3446_1_2winding_transformer,bus_3385,bus_3446,true
"LINESTRING (941 -6397, 958 -6360)",xf_5093_5202_5203_1_3winding_transformer_br2,bus_5202,starbus_xf_5093_5202_5203_1,true
"LINESTRING (-1074 6928, -1160 6857)",line_3077_to_3643_1_cp,bus_3077,bus_3643,false
"LINESTRING (-1970 -3309, -1901 -3129)",line_4247_to_4335_1_cp,bus_4243,bus_4335,false
"LINESTRING (-1099 6377, -1125 6585)",xf_3293_to_3294_1_2winding_transformer,bus_3259,bus_3294,true
"LINESTRING (970 -1623, 968 -1737)",line_1061_to_1311_1_cp,bus_1061,bus_1311,false
"LINESTRING (-2315 -3045, -2291 -2954)",line_4272_to_4275_1_cp,bus_4272,bus_4275,false
"LINESTRING (-1691 7364, -1687 7268)",xf_3330_to_3331_1_2winding_transformer_merged_with_line_3329_to_3330_1_cp,bus_3331,bus_3329,true
"LINESTRING (937 -3740, 1059 -3919)",xf_2172_to_2277_1_2winding_transformer,bus_2164,bus_2277,true
"LINESTRING (-1728 2079, -1830 2075)",xf_3397_to_3399_2_2winding_transformer,bus_3397,bus_3399,true
"LINESTRING (-175 4565, -314 4388)",xf_3600_to_3442_1_2winding_transformer_merged_with_line_3573_to_3600_1_cp,bus_3442,bus_3573,true
"LINESTRING (1079 -5510, 1155 -5495)",line_5147_to_5149_1_cp,bus_5147,bus_5149,false
"LINESTRING (-611 4070, -685 3675)",xf_3636_to_3543_1_2winding_transformer,bus_3319,bus_3543,true
"LINESTRING (825 368, 915 383)",xf_1099_to_1019_6_2winding_transformer,bus_1099,bus_1019,true
"LINESTRING (703 257, 703 257)",xf_1092_1093_1525_1_3winding_transformer_br1,bus_1092,starbus_xf_1092_1093_1525_1,true
"LINESTRING (1977 -1315, 1900 -1313)",line_1165_to_1307_1_cp,bus_1255,bus_1307,false
"LINESTRING (-1334 6180, -1473 6366)",xf_3172_to_3657_2_2winding_transformer,bus_3172,bus_3003,true
"LINESTRING (-2370 -2224, -2456 -2217)",line_4234_to_4235_1_cp,bus_4234,bus_4235,false
"LINESTRING (584 -5883, 535 -5915)",xf_5055_to_5183_1_2winding_transformer,bus_5055,bus_5183,true
"LINESTRING (-1022 4658, -1392 4828)",line_3477_to_3533_1_cp,bus_3477,bus_3157,false
"LINESTRING (-907 -2658, -942 -2695)",xf_4219_to_4393_2_2winding_transformer,bus_4219,bus_4393,true
"LINESTRING (-1895 6824, -1736 6747)",line_3094_to_3516_2_cp,bus_3094,bus_3516,false
"LINESTRING (1977 -1315, 2122 -1315)",line_1278_to_1294_1_cp,bus_1255,bus_1294,false
"LINESTRING (-1068 2461, -1006 2471)",xf_3134_3135_3136_1_3winding_transformer_br3,bus_3136,starbus_xf_3134_3135_3136_1,true
"LINESTRING (-249 -3683, -267 -3784)",xf_2343_to_2058_7_2winding_transformer,bus_2343,bus_2058,true
"LINESTRING (-1791 4951, -1667 5002)",line_3031_to_3216_2_pi_merged_with_xf_3031_to_3032_2_2winding_transformer,bus_3220,bus_3032,true
"LINESTRING (893 -1656, 861 -1721)",xf_1479_to_1645_1_2winding_transformer,bus_1479,bus_1645,true
"LINESTRING (237 -3162, 280 -3311)",line_2162_to_2179_1_cp,bus_2162,bus_2179,false
"LINESTRING (2031 2351, 2140 2475)",xf_1335_to_1591_1_2winding_transformer,bus_1335,bus_1591,true
"LINESTRING (-2347 -3142, -2408 -3221)",xf_4273_to_4447_1_2winding_transformer,bus_4273,bus_4447,true
"LINESTRING (-1983 -3864, -2070 -4112)",xf_4341_to_4487_1_2winding_transformer,bus_4225,bus_4487,true
"LINESTRING (-1030 3422, -1030 3422)",xf_3226_3227_3228_1_3winding_transformer_br1,bus_3226,starbus_xf_3226_3227_3228_1,true
"LINESTRING (732 -450, 1044 -449)",xf_1440_to_1575_1_2winding_transformer,bus_1189,bus_1575,true
"LINESTRING (-961 6663, -909 6699)",xf_3199_to_3200_1_2winding_transformer,bus_3199,bus_3200,true
"LINESTRING (1128 -2184, 1210 -2379)",line_1247_to_1327_1_cp_merged_with_xf_1588_1327_1068_2_3winding_transformer_br2,bus_1247,starbus_xf_1588_1327_1068_2,true
"LINESTRING (2004 -5764, 1965 -5720)",xf_5043_to_5219_1_2winding_transformer,bus_5043,bus_5219,true
"LINESTRING (-172 5490, -134 5468)",line_3061_to_3272_1_cp,bus_3000,bus_3272,false
"LINESTRING (639 56, 715 112)",xf_1121_1123_1634_6_3winding_transformer_br3,bus_1634,starbus_xf_1121_1123_1634_6,true
"LINESTRING (-422 3036, -744 2835)",line_3490_to_3589_2_cp,bus_3490,bus_3589,false
"LINESTRING (-952 -2323, -707 -2550)",line_4139_to_4151_2_cp,bus_4139,bus_4101,false
"LINESTRING (1335 1359, 1536 1414)",xf_1126_to_1182_1_2winding_transformer,bus_1126,bus_1182,true
"LINESTRING (-82 -3150, -166 -3350)",xf_2209_to_2175_1_2winding_transformer,bus_2209,bus_2175,true
"LINESTRING (-164 -511, -38 -133)",line_1259_to_1422_2_cp,bus_1259,bus_1409,false
"LINESTRING (-747 2974, -777 2968)",xf_3601_to_3445_1_2winding_transformer,bus_3601,bus_3445,true
"LINESTRING (243 911, 173 819)",line_1430_to_1489_1_cp,bus_1430,bus_1313,false
"LINESTRING (618 4166, 544 4081)",xf_3266_3154_3155_1_3winding_transformer_br3,bus_3155,starbus_xf_3266_3154_3155_1,true
"LINESTRING (-2439 -3222, -2503 -3300)",xf_4274_to_4448_1_2winding_transformer,bus_4274,bus_4448,true
"LINESTRING (-2397 -2645, -2467 -2697)",xf_4240_to_4422_1_2winding_transformer,bus_4240,bus_4422,true
"LINESTRING (729 -3348, 747 -2705)",xf_2207_to_2194_1_2winding_transformer,bus_2207,bus_2192,true
"LINESTRING (-419 5506, -398 5494)",xf_3492_to_3493_4_2winding_transformer,bus_3149,bus_3493,true
"LINESTRING (889 -5317, 819 -5329)",line_5071_to_5072_1_cp,bus_5071,bus_5072,false
"LINESTRING (43 4965, 159 5054)",line_3039_to_3051_1_cp,bus_3039,bus_3051,false
"LINESTRING (2031 2351, 2300 2524)",line_1335_to_1628_1_cp,bus_1335,bus_1173,false
"LINESTRING (-2083 -2441, -2148 -2427)",line_4279_to_4288_1_cp,bus_4279,bus_4288,false
"LINESTRING (-587 3475, -612 3661)",xf_3579_to_3428_1_2winding_transformer,bus_3560,bus_3428,true
"LINESTRING (811 -5700, 642 -5751)",line_5053_to_5054_1_cp,bus_5053,bus_5054,false
"LINESTRING (782 -3231, 853 -3239)",xf_2171_to_2276_4_2winding_transformer,bus_2171,bus_2276,true
"LINESTRING (830 -5662, 711 -5677)",xf_5113_to_5215_5_2winding_transformer,bus_5113,bus_5215,true
"LINESTRING (546 -6661, 651 -6556)",xf_5135_to_5222_1_2winding_transformer_merged_with_line_5135_to_5136_1_cp,bus_5222,bus_5136,true
"LINESTRING (-1013 6597, -947 6840)",xf_3096_to_3098_2_2winding_transformer,bus_3096,bus_3076,true
"LINESTRING (66 3102, -187 2958)",line_3333_to_3413_1_cp,bus_3302,bus_3413,false
"LINESTRING (-1345 4055, -1396 4072)",xf_3010_to_3011_1_2winding_transformer,bus_3010,bus_3011,true
"LINESTRING (406 416, 238 527)",xf_1134_to_1185_4_2winding_transformer,bus_1134,bus_1185,true
"LINESTRING (-335 3514, -25 3843)",line_3568_to_3624_1_cp,bus_3568,bus_3624,false
"LINESTRING (858 -1966, 795 -1987)",xf_1480_to_1071_3_2winding_transformer,bus_1480,bus_1071,true
"LINESTRING (1253 -4202, 1274 -4304)",xf_2143_to_2037_2_2winding_transformer,bus_2143,bus_2037,true
"LINESTRING (-982 5236, -833 5026)",xf_3482_to_3557_2_2winding_transformer,bus_3482,bus_3557,true
"LINESTRING (-2030 -3754, -2056 -3852)",xf_4332_to_4483_1_2winding_transformer,bus_4332,bus_4483,true
"LINESTRING (877 -4079, 888 -4181)",xf_2167_to_2197_4_2winding_transformer,bus_2167,bus_2197,true
"LINESTRING (766 -2913, 821 -2923)",line_2234_to_2235_2_cp,bus_2234,bus_2235,false
"LINESTRING (-864 -2495, -898 -2745)",line_4216_to_4220_1_cp,bus_4216,bus_4220,false
"LINESTRING (-535 5511, -514 5595)",xf_3120_to_3121_2_2winding_transformer,bus_3120,bus_3121,true
"LINESTRING (1446 -1310, 1369 -1490)",line_1103_to_1148_1_cp,bus_1103,bus_1148,false
"LINESTRING (915 -6284, 944 -6257)",xf_5238_to_5225_2B_2winding_transformer,bus_5238,bus_5225,true
"LINESTRING (894 -1579, 860 -1643)",xf_1481_to_1482_1_2winding_transformer,bus_1481,bus_1482,true
"LINESTRING (1161 1128, 1363 1597)",line_1115_to_1145_1_cp,bus_1115,bus_1145,false
"LINESTRING (875 1476, 907 1571)",line_1621_to_1630_1_cp,bus_1621,bus_1630,false
"LINESTRING (997 -6215, 944 -6257)",xf_5092_to_5225_2A_2winding_transformer,bus_5092,bus_5225,true
"LINESTRING (149 -3261, -68 -3103)",line_2203_to_2204_1_cp,bus_2203,bus_2204,false
"LINESTRING (-1603 7237, -1616 7306)",xf_3144_to_3145_2_2winding_transformer,bus_3144,bus_3145,true
"LINESTRING (-2613 -1157, -2685 -1080)",xf_4195_to_4373_1_2winding_transformer,bus_4195,bus_4373,true
"LINESTRING (721 682, 809 725)",xf_1149_to_1082_4_2winding_transformer,bus_1149,bus_1082,true
"LINESTRING (-2227 -2760, -2169 -2688)",xf_4031_4030_4029_1_3winding_transformer_br3,bus_4029,starbus_xf_4031_4030_4029_1,true
"LINESTRING (-1218 5893, -1253 5859)",xf_3063_to_3064_3_2winding_transformer,bus_3002,bus_3064,true
"LINESTRING (1161 1128, 1251 1182)",xf_1115_to_1546_6_2winding_transformer,bus_1115,bus_1546,true
"LINESTRING (-1876 -2795, -1901 -3129)",xf_4148_to_4335_2_2winding_transformer,bus_4148,bus_4335,true
"LINESTRING (-973 -2291, -1008 -2283)",xf_4224_to_4340_2_2winding_transformer,bus_4224,bus_4340,true
"LINESTRING (900 -3575, 935 -3619)",xf_2178_to_2284_1_2winding_transformer,bus_2178,bus_2284,true
"LINESTRING (-314 4388, 43 4965)",xf_3573_to_3507_1_2winding_transformer_merged_with_line_3039_to_3507_1_cp,bus_3573,bus_3039,true
"LINESTRING (-1272 4174, -1150 4053)",xf_3027_to_3029_2_2winding_transformer_merged_with_line_3027_to_3072_1_cp,bus_3029,bus_3072,true
"LINESTRING (516 3511, 608 3514)",xf_3609_to_3436_3_2winding_transformer,bus_3609,bus_3436,true
"LINESTRING (937 -3740, 880 -3494)",line_2164_to_2165_1_cp_merged_with_xf_2206_to_2165_1_2winding_transformer,bus_2164,bus_2206,true
"LINESTRING (901 1394, 952 1463)",line_1336_to_1453_1_cp,bus_1336,bus_1453,false
"LINESTRING (1155 -5495, 1051 -5654)",line_5149_to_5169_1_cp,bus_5149,bus_5169,false
"LINESTRING (1237 -445, 1115 -484)",line_1221_to_1461_1_cp,bus_1221,bus_1461,false
"LINESTRING (-2396 -2385, -2466 -2423)",xf_4236_to_4418_3_2winding_transformer,bus_4236,bus_4418,true
"LINESTRING (-937 6566, -1018 6497)",line_3067_to_3068_1_cp,bus_3067,bus_3068,false
"LINESTRING (-274 3142, -253 3222)",xf_3357_to_3355_2_2winding_transformer,bus_3357,bus_3355,true
"LINESTRING (679 322, 313 384)",xf_1144_to_1191_1_2winding_transformer,bus_1066,bus_1191,true
"LINESTRING (-973 -2291, -993 -2257)",xf_4224_to_4072_1_2winding_transformer,bus_4224,bus_4072,true
"LINESTRING (-334 403, -422 428)",xf_1627_to_1574_1_2winding_transformer,bus_1627,bus_1574,true
"LINESTRING (380 3765, -25 3843)",line_3607_to_3624_1_cp,bus_3607,bus_3624,false
"LINESTRING (-3172 -1760, -3245 -1797)",xf_4169_to_4402_6_2winding_transformer,bus_4169,bus_4402,true
"LINESTRING (123 5110, 120 5207)",line_3050_to_3054_1_cp,bus_3050,bus_3054,false
"LINESTRING (-327 2944, -478 2930)",line_3411_to_3471_1_cp,bus_3411,bus_3471,false
"LINESTRING (1434 -5510, 1486 -5546)",line_5063_to_5066_1_cp,bus_5063,bus_5066,false
"LINESTRING (1415 -6262, 1528 -6369)",line_5076_to_5077_1_cp_merged_with_xf_5076_to_5019_1_2winding_transformer,bus_5077,bus_5019,true
"LINESTRING (1311 4487, 1258 4394)",line_3287_to_3618_1_cp,bus_3287,bus_3618,false
"LINESTRING (900 -4034, 924 -3962)",line_2138_to_2163_2_cp,bus_2136,bus_2121,false
"LINESTRING (449 -4098, 540 -4107)",line_2110_to_2112_2_pi_merged_with_line_2110_to_2159_1_cp,bus_2104,bus_2111,false
"LINESTRING (1232 -816, 1305 -872)",xf_1114_to_1030_2_2winding_transformer,bus_1114,bus_1030,true
"LINESTRING (380 3765, 621 3932)",line_3607_to_3615_1_cp,bus_3607,bus_3615,false
"LINESTRING (-1880 -2134, -1926 -2226)",line_4321_to_4323_1_cp,bus_4321,bus_4323,false
"LINESTRING (2191 2245, 2287 2279)",xf_1419_to_1622_2_2winding_transformer,bus_1419,bus_1622,true
"LINESTRING (-1687 7268, -1726 7292)",xf_3632_to_3087_3_2winding_transformer,bus_3329,bus_3087,true
"LINESTRING (2398 -1573, 2478 -1579)",xf_1208_to_1209_2_2winding_transformer,bus_1208,bus_1209,true
"LINESTRING (735 -2765, 736 -2406)",xf_2120_to_2190_2_2winding_transformer,bus_2120,bus_2190,true
"LINESTRING (2279 -1561, 2342 -1574)",xf_1293_to_1503_2_2winding_transformer,bus_1293,bus_1503,true
"LINESTRING (484 3585, 419 3556)",xf_3535_to_3613_1_2winding_transformer,bus_3535,bus_3613,true
"LINESTRING (1696 -5591, 1731 -5633)",xf_5060_to_5186_2_2winding_transformer,bus_5060,bus_5186,true
"LINESTRING (818 -295, 912 -715)",line_1098_to_1119_1_cp,bus_1098,bus_1119,false
"LINESTRING (-969 3656, -891 3562)",line_3395_to_3470_2_cp,bus_3395,bus_3470,false
"LINESTRING (540 -4107, 577 -4314)",xf_2159_to_2073_1_2winding_transformer,bus_2111,bus_2073,true
"LINESTRING (-2633 -1576, -2794 -1647)",line_4106_to_4107_1_cp,bus_4106,bus_4107,false
"LINESTRING (495 -5796, 418 -5827)",line_5069_to_5126_1_cp,bus_5069,bus_5126,false
"LINESTRING (1013 -5622, 1008 -5612)",line_5142_to_5143_1_cp,bus_5142,bus_5143,false
"LINESTRING (-1884 -2362, -2087 -2335)",xf_4294_to_4457_3_2winding_transformer,bus_4296,bus_4457,true
"LINESTRING (-944 3422, -813 3546)",xf_3496_to_3567_2_2winding_transformer,bus_3496,bus_3567,true
"LINESTRING (1161 1128, 1393 1164)",xf_1115_to_1544_5_2winding_transformer,bus_1115,bus_1544,true
"LINESTRING (76 -134, 156 -160)",xf_1428_1501_1540_2_3winding_transformer_br3,bus_1540,starbus_xf_1428_1501_1540_2,true
"LINESTRING (276 -3103, 260 -3033)",xf_1009_to_1606_3_2winding_transformer,bus_1009,bus_1007,true
"LINESTRING (-1492 2904, -1591 2968)",xf_3254_to_3257_1_2winding_transformer,bus_3213,bus_3257,true
"LINESTRING (2600 -1798, 2581 -1815)",xf_1408_to_1614_2_2winding_transformer,bus_1137,bus_1614,true
"LINESTRING (-1211 6608, -1211 6608)",xf_3486_3561_3488_2_3winding_transformer_br1,bus_3486,starbus_xf_3486_3561_3488_2,true
"LINESTRING (516 3511, 503 3236)",xf_3609_to_3648_2_2winding_transformer,bus_3609,bus_3648,true
"LINESTRING (1062 -6237, 1077 -6174)",line_5098_to_5132_2_cp,bus_5098,bus_5132,false
"LINESTRING (721 682, 703 849)",line_1197_to_1342_1_cp_merged_with_xf_1149_to_1197_5_2winding_transformer_merged_with_line_1342_to_1463_1_cp,bus_1149,bus_1463,true
"LINESTRING (-1634 -2146, -1611 -2026)",line_4201_to_4202_2_cp,bus_4201,bus_4202,false
"LINESTRING (1188 -2387, 1210 -2379)",xf_1588_1327_1068_2_3winding_transformer_br3,bus_1068,starbus_xf_1588_1327_1068_2,true
"LINESTRING (-685 3675, -335 3514)",line_3543_to_3568_1_cp,bus_3543,bus_3568,false
"LINESTRING (-2561 -1437, -2652 -1307)",line_4174_to_4183_1_cp,bus_4174,bus_4183,false
"LINESTRING (522 -5879, 765 -5745)",line_5052_to_5056_1_cp,bus_5052,bus_5050,false
"LINESTRING (820 1294, 786 1440)",line_1183_to_1210_1_cp,bus_1183,bus_1203,false
"LINESTRING (-1965 -2388, -2015 -2389)",Dec12_line_4135_to_4136_1_dec,bus_4135,bus_4136,false
"LINESTRING (1135 -792, 1145 -823)",line_1459_to_1472_1_cp,bus_1459,bus_1472,false
"LINESTRING (2167 2176, 2576 2235)",line_1385_to_1386_1_pi_merged_with_xf_1386_to_1607_1_2winding_transformer,bus_1385,bus_1607,true
"LINESTRING (854 -3647, 782 -3231)",line_2168_to_2180_1_cp,bus_2168,bus_2171,false
"LINESTRING (-1165 4217, -992 4175)",xf_3532_to_3606_1_2winding_transformer,bus_3532,bus_3606,true
"LINESTRING (-1218 5893, -1253 5859)",xf_3063_to_3064_1_2winding_transformer,bus_3002,bus_3064,true
"LINESTRING (82 758, 1 805)",xf_1458_to_1636_2_2winding_transformer,bus_1458,bus_1636,true
"LINESTRING (-1553 4615, -1368 4590)",xf_3185_to_3186_2_2winding_transformer_merged_with_line_3185_to_3263_2_cp,bus_3186,bus_3263,true
"LINESTRING (-187 2958, -187 2958)",xf_3413_3415_3414_2_3winding_transformer_br1,bus_3413,starbus_xf_3413_3415_3414_2,true
"LINESTRING (40 -3765, 16 -3858)",xf_2101_to_2228_4_2winding_transformer,bus_2101,bus_2228,true
"LINESTRING (-2260 -2230, -2370 -2224)",Dec20_line_4233_to_4234_1_dec,bus_4233,bus_4234,false
"LINESTRING (-478 2930, -600 3049)",xf_3471_to_3545_2_2winding_transformer,bus_3471,bus_3545,true
"LINESTRING (-2098 -4013, -2063 -3911)",xf_4257_4379_4434_2_3winding_transformer_br3,bus_4434,starbus_xf_4257_4379_4434_2,true
"LINESTRING (1296 -332, 1292 -309)",xf_1270_to_1032_3_2winding_transformer,bus_1269,bus_1032,true
"LINESTRING (1237 -445, 1378 -394)",line_1221_to_1372_1_cp,bus_1221,bus_1372,false
"LINESTRING (-1218 5893, -1065 5797)",line_3063_to_3285_1_cp,bus_3002,bus_3285,false
"LINESTRING (-328 2956, -478 2930)",line_3412_to_3471_2_cp,bus_3412,bus_3471,false
"LINESTRING (-392 -3198, -409 -3284)",xf_2077_2205_2346_2_3winding_transformer_br3,bus_2346,starbus_xf_2077_2205_2346_2,true
"LINESTRING (-2190 -2878, -2202 -2504)",line_4123_to_4239_1_pi,bus_4123,bus_4238,false
"LINESTRING (-1936 -2305, -1997 -2284)",line_4278_to_4295_1_cp,bus_4278,bus_4295,false
"LINESTRING (828 -241, 1157 -402)",line_1141_to_1569_1_cp,bus_1140,bus_1569,false
"LINESTRING (-250 4608, -314 4388)",xf_3581_to_3431_2_2winding_transformer_merged_with_line_3573_to_3581_2_cp,bus_3431,bus_3573,true
"LINESTRING (-479 2780, -602 2881)",xf_3504_to_3572_1_2winding_transformer,bus_3504,bus_3572,true
"LINESTRING (66 3102, -283 3067)",line_3374_to_3503_1_cp,bus_3302,bus_3344,false
"LINESTRING (-1586 -2960, -1578 -3039)",xf_4312_to_4470_2_2winding_transformer,bus_4312,bus_4470,true
